Student ID,First Name,Last Name,hours,final_score
STU_0596,Karan,Kumar,21.3,65.7
STU_0597,Amit,Chouksey,32.6,53.6
STU_0598,Karan,Yadav,32.0,67.4
STU_0599,Rahul,Singh,18.4,97.2
STU_0600,Rahul,Yadav,13.2,91.0
STU_0601,Sagar,Singh,16.8,48.7
STU_0602,Rohit,Patel,16.6,41.8
STU_0603,Rohit,Mishra,13.6,96.0
STU_0604,Priya,Sharma,13.1,71.6
STU_0605,Anjali,Joshi,30.8,72.3
STU_0606,Karan,Kumar,7.1,86.8
STU_0607,Pooja,Singh,25.3,58.9
STU_0608,Deepak,Chouksey,10.2,68.9
STU_0609,Rohit,Singh,15.3,98.1
STU_0610,Deepak,Sharma,6.8,80.3
STU_0611,Sagar,Yadav,13.1,49.2
STU_0612,Deepak,Verma,28.1,48.0
STU_0613,Pooja,Yadav,31.6,52.3
STU_0614,Neha,Patel,11.6,86.0
STU_0615,Pooja,Verma,18.9,57.7
STU_0616,Deepak,Yadav,19.1,41.3
STU_0617,Pooja,Chouksey,31.2,96.7
STU_0618,Amit,Yadav,27.9,50.2
STU_0619,Sagar,Chouksey,20.4,40.6
STU_0620,Karan,Chouksey,25.1,54.2
STU_0621,Neha,Verma,30.4,54.1
STU_0622,Rohit,Mishra,5.3,65.3
STU_0623,Rahul,Gupta,17.1,95.2
STU_0624,Karan,Joshi,32.2,92.8
STU_0625,Rahul,Singh,27.2,67.4
STU_0626,Sagar,Gupta,21.3,64.7
STU_0627,Neha,Sharma,20.9,73.3
STU_0628,Priya,Mishra,15.4,54.6
STU_0629,Rohit,Gupta,20.6,43.1
STU_0630,Amit,Verma,24.7,96.4
STU_0631,Priya,Sharma,17.6,51.2
STU_0632,Sagar,Kumar,26.4,51.9
STU_0633,Karan,Mishra,30.8,68.3
STU_0634,Amit,Gupta,9.6,69.5
STU_0635,Pooja,Sharma,18.5,41.1
STU_0636,Deepak,Kumar,17.2,48.9
STU_0637,Amit,Yadav,25.6,62.7
STU_0638,Sagar,Sharma,12.5,81.0
STU_0639,Anjali,Verma,24.2,53.7
STU_0640,Deepak,Yadav,31.3,65.4
STU_0641,Rahul,Verma,17.5,73.4
STU_0642,Rohit,Gupta,32.3,93.3
STU_0643,Rahul,Joshi,34.8,59.6
STU_0644,Amit,Gupta,8.2,48.0
STU_0645,Rahul,Yadav,12.0,69.4
STU_0646,Sagar,Chouksey,33.5,84.8
STU_0647,Pooja,Gupta,33.7,46.6
STU_0648,Karan,Yadav,7.9,65.5
STU_0649,Rohit,Sharma,5.4,41.1
STU_0650,Rahul,Patel,9.8,42.0
STU_0651,Rahul,Gupta,34.9,69.0
STU_0652,Amit,Sharma,10.4,57.9
STU_0653,Karan,Verma,20.1,90.7
STU_0654,Priya,Mishra,30.5,76.1
STU_0655,Rahul,Joshi,5.6,67.2
STU_0656,Sagar,Verma,23.1,64.5
STU_0657,Anjali,Verma,13.3,69.8
STU_0658,Rohit,Yadav,30.9,42.4
STU_0659,Rahul,Chouksey,13.5,93.6
STU_0660,Sagar,Singh,25.6,99.9
STU_0661,Sagar,Patel,25.2,50.9
STU_0662,Rohit,Chouksey,11.6,47.2
STU_0663,Priya,Yadav,6.0,48.6
STU_0664,Sagar,Joshi,17.3,79.7
STU_0665,Anjali,Patel,13.7,79.7
STU_0666,Sagar,Patel,29.3,90.9
STU_0667,Sagar,Yadav,29.0,85.1
STU_0668,Sagar,Kumar,18.7,67.0
STU_0669,Pooja,Verma,23.2,76.8
STU_0670,Pooja,Mishra,23.1,81.3
STU_0671,Priya,Kumar,29.8,70.8
STU_0672,Rahul,Yadav,17.8,68.5
STU_0673,Sagar,Kumar,13.3,78.7
STU_0674,Karan,Mishra,13.0,73.4
STU_0675,Rahul,Yadav,21.1,78.6
STU_0676,Priya,Yadav,18.5,76.8
STU_0677,Neha,Patel,18.2,83.2
STU_0678,Rahul,Kumar,7.7,78.6
STU_0679,Rahul,Sharma,26.6,71.2
STU_0680,Deepak,Gupta,11.4,80.9
STU_0681,Amit,Yadav,10.9,67.0
STU_0682,Deepak,Kumar,17.4,54.5
STU_0683,Anjali,Singh,11.8,40.1
STU_0684,Pooja,Joshi,22.5,73.6
STU_0685,Pooja,Singh,16.1,75.4
STU_0686,Amit,Kumar,18.5,98.3
STU_0687,Rohit,Verma,21.1,61.7
STU_0688,Rohit,Verma,11.1,63.6
STU_0689,Priya,Kumar,9.7,52.1
STU_0690,Amit,Patel,31.4,44.2
STU_0691,Rahul,Patel,18.0,86.4
STU_0692,Rohit,Yadav,17.4,55.0
STU_0693,Sagar,Mishra,6.1,76.5
STU_0694,Karan,Gupta,19.9,81.3
STU_0695,Rahul,Yadav,21.6,68.3
STU_0696,Anjali,Singh,21.8,92.6
STU_0697,Sagar,Gupta,26.2,66.6
STU_0698,Sagar,Singh,10.3,57.1
STU_0699,Amit,Patel,12.6,93.8
STU_0700,Priya,Kumar,29.3,91.7
STU_0701,Anjali,Mishra,33.4,49.8
STU_0702,Rohit,Singh,9.1,41.6
STU_0703,Amit,Patel,19.9,45.4
STU_0704,Rohit,Mishra,11.4,57.2
STU_0705,Amit,Yadav,6.8,98.3
STU_0706,Amit,Kumar,14.8,73.5
STU_0707,Amit,Joshi,9.3,62.4
STU_0708,Priya,Verma,26.3,93.3
STU_0709,Amit,Chouksey,21.0,67.2
STU_0710,Neha,Mishra,9.3,58.9
STU_0711,Karan,Joshi,5.3,96.5
STU_0712,Rohit,Joshi,29.2,91.0
STU_0713,Rahul,Mishra,10.3,90.6
STU_0714,Deepak,Joshi,23.2,70.7
STU_0715,Anjali,Singh,15.1,87.4
STU_0716,Pooja,Joshi,22.6,50.8
STU_0717,Priya,Patel,14.5,74.4
STU_0718,Rahul,Gupta,7.6,99.0
STU_0719,Sagar,Singh,11.7,57.5
STU_0720,Neha,Joshi,10.6,87.7
STU_0721,Pooja,Yadav,17.8,69.4
STU_0722,Deepak,Verma,24.7,42.4
STU_0723,Rahul,Kumar,12.9,85.8
STU_0724,Pooja,Joshi,5.4,50.1
STU_0725,Rahul,Sharma,20.6,77.9
STU_0726,Neha,Verma,23.2,45.1
STU_0727,Deepak,Yadav,33.9,96.8
STU_0728,Sagar,Patel,22.7,57.5
STU_0729,Amit,Joshi,19.1,53.6
STU_0730,Rohit,Patel,22.2,47.7
STU_0731,Sagar,Joshi,32.8,96.8
STU_0732,Amit,Chouksey,29.9,82.7
STU_0733,Priya,Gupta,14.7,84.5
STU_0734,Karan,Patel,12.1,70.0
STU_0735,Anjali,Gupta,12.9,68.5
STU_0736,Anjali,Verma,20.1,46.6
STU_0737,Rohit,Chouksey,27.3,73.6
STU_0738,Deepak,Kumar,20.1,54.8
STU_0739,Neha,Singh,7.0,98.6
STU_0740,Deepak,Gupta,26.7,87.8
STU_0741,Neha,Chouksey,29.2,64.8
STU_0742,Deepak,Gupta,13.7,49.1
STU_0743,Karan,Mishra,24.9,87.1
STU_0744,Priya,Yadav,17.8,47.3
STU_0745,Priya,Kumar,31.7,51.4
STU_0746,Amit,Yadav,30.4,52.7
STU_0747,Pooja,Joshi,20.8,73.4
STU_0748,Priya,Gupta,25.7,87.2
STU_0749,Priya,Joshi,31.5,58.9
STU_0750,Sagar,Sharma,19.9,45.1
STU_0751,Sagar,Gupta,14.4,67.9
STU_0752,Amit,Chouksey,27.6,84.9
STU_0753,Pooja,Kumar,11.6,53.3
STU_0754,Rohit,Joshi,16.7,53.2
STU_0755,Sagar,Gupta,31.0,96.8
STU_0756,Rohit,Sharma,26.7,97.2
STU_0757,Rahul,Yadav,17.1,99.4
STU_0758,Sagar,Chouksey,11.4,88.5
STU_0759,Karan,Mishra,15.7,51.3
STU_0760,Pooja,Gupta,13.5,52.7
STU_0761,Amit,Mishra,10.3,60.4
STU_0762,Rahul,Verma,27.3,59.1
STU_0763,Pooja,Kumar,12.6,97.4
STU_0764,Karan,Gupta,18.6,87.3
STU_0765,Pooja,Patel,16.6,83.4
STU_0766,Karan,Sharma,34.5,51.2
STU_0767,Karan,Joshi,16.7,94.6
STU_0768,Rohit,Patel,7.4,89.7
STU_0769,Deepak,Verma,7.7,49.8
STU_0770,Rahul,Kumar,22.7,92.3
STU_0771,Pooja,Yadav,23.0,56.3
STU_0772,Neha,Chouksey,17.6,44.9
STU_0773,Rahul,Mishra,18.0,79.4
STU_0774,Deepak,Verma,6.6,79.2
STU_0775,Rahul,Joshi,20.5,45.7
STU_0776,Priya,Chouksey,20.1,59.1
STU_0777,Neha,Yadav,9.5,99.6
STU_0778,Deepak,Joshi,8.1,80.7
STU_0779,Rohit,Sharma,8.7,83.8
STU_0780,Pooja,Mishra,8.0,52.8
STU_0781,Anjali,Patel,23.3,44.7
STU_0782,Deepak,Gupta,10.9,56.6
STU_0783,Amit,Verma,12.5,54.9
STU_0784,Pooja,Gupta,10.2,54.1
STU_0785,Deepak,Chouksey,33.7,51.6
STU_0786,Priya,Gupta,30.6,74.5
STU_0787,Anjali,Patel,11.9,59.7
STU_0788,Priya,Singh,14.8,89.2
STU_0789,Anjali,Chouksey,11.3,51.0
STU_0790,Amit,Mishra,19.8,67.9
STU_0791,Pooja,Joshi,5.6,40.8
STU_0792,Rohit,Mishra,25.1,68.9
STU_0793,Priya,Gupta,20.7,43.4
STU_0794,Priya,Kumar,32.0,98.7
STU_0795,Karan,Chouksey,9.9,87.4
STU_0796,Anjali,Joshi,29.1,69.4
STU_0797,Sagar,Yadav,28.8,45.2
STU_0798,Pooja,Sharma,8.8,75.5
STU_0799,Anjali,Mishra,17.0,85.5
STU_0800,Karan,Mishra,10.1,51.4
STU_0801,Rahul,Chouksey,12.6,74.1
STU_0802,Anjali,Kumar,12.9,88.9
STU_0803,Rohit,Gupta,21.7,86.1
STU_0804,Pooja,Gupta,17.3,88.2
STU_0805,Karan,Chouksey,33.4,92.8
STU_0806,Rahul,Mishra,8.8,96.3
STU_0807,Neha,Joshi,34.2,64.3
STU_0808,Karan,Sharma,11.9,74.1
STU_0809,Neha,Chouksey,28.2,87.4
STU_0810,Pooja,Joshi,15.2,81.8
STU_0811,Priya,Joshi,9.3,99.7
STU_0812,Karan,Yadav,30.7,40.8
STU_0813,Amit,Patel,14.3,61.3
STU_0814,Neha,Singh,24.8,56.9
STU_0815,Rohit,Sharma,22.0,55.7
STU_0816,Amit,Verma,19.2,53.4
STU_0817,Deepak,Kumar,19.9,82.5
STU_0818,Deepak,Singh,27.0,45.1
STU_0819,Rahul,Yadav,7.6,84.5
STU_0820,Priya,Sharma,25.0,81.6
STU_0821,Pooja,Gupta,31.9,55.0
STU_0822,Karan,Singh,6.7,55.2
STU_0823,Sagar,Gupta,9.2,77.7
STU_0824,Rohit,Kumar,26.5,85.7
STU_0825,Neha,Gupta,18.1,92.6
STU_0826,Pooja,Kumar,17.1,91.1
STU_0827,Amit,Sharma,9.1,97.9
STU_0828,Deepak,Mishra,20.2,74.9
STU_0829,Rohit,Kumar,8.8,94.5
STU_0830,Sagar,Joshi,19.3,88.5
STU_0831,Karan,Verma,27.9,93.7
STU_0832,Rahul,Verma,12.7,40.7
STU_0833,Sagar,Chouksey,19.4,98.0
STU_0834,Rohit,Verma,34.8,68.4
STU_0835,Sagar,Chouksey,25.6,87.9
STU_0836,Rohit,Verma,30.2,47.6
STU_0837,Rohit,Kumar,17.4,63.8
STU_0838,Anjali,Joshi,28.0,56.3
STU_0839,Neha,Mishra,6.2,57.5
STU_0840,Deepak,Gupta,8.7,47.4
STU_0841,Anjali,Yadav,11.1,88.3
STU_0842,Karan,Verma,17.1,40.6
STU_0843,Anjali,Mishra,30.4,58.8
STU_0844,Priya,Mishra,15.4,50.5
STU_0845,Priya,Kumar,24.6,75.3
STU_0846,Deepak,Sharma,26.3,55.3
STU_0847,Sagar,Sharma,22.6,55.5
STU_0848,Neha,Verma,15.7,69.3
STU_0849,Deepak,Yadav,22.3,79.2
STU_0850,Rohit,Verma,15.3,47.3
STU_0851,Amit,Verma,7.5,50.5
STU_0852,Neha,Chouksey,34.8,54.8
STU_0853,Neha,Joshi,8.8,98.4
STU_0854,Rohit,Joshi,7.2,63.8
STU_0855,Rohit,Yadav,31.4,75.9
STU_0856,Rahul,Chouksey,14.1,54.5
STU_0857,Deepak,Mishra,24.5,69.4
STU_0858,Rohit,Chouksey,14.9,44.4
STU_0859,Priya,Verma,16.7,42.1
STU_0860,Karan,Sharma,12.9,68.1
STU_0861,Amit,Singh,15.3,63.9
STU_0862,Deepak,Yadav,17.3,48.2
STU_0863,Pooja,Mishra,26.6,81.3
STU_0864,Priya,Kumar,20.3,99.6
STU_0865,Sagar,Singh,33.3,63.7
STU_0866,Rohit,Singh,6.3,77.5
STU_0867,Pooja,Chouksey,20.1,97.8
STU_0868,Rohit,Gupta,22.5,89.9
STU_0869,Neha,Singh,32.6,67.8
STU_0870,Priya,Verma,6.5,84.2
STU_0871,Neha,Patel,22.2,47.7
STU_0872,Rahul,Sharma,30.6,70.7
STU_0873,Neha,Sharma,12.3,56.7
STU_0874,Rahul,Patel,31.3,49.7
STU_0875,Rahul,Joshi,5.6,65.6
STU_0876,Pooja,Verma,27.0,47.9
STU_0877,Rohit,Kumar,33.0,81.9
STU_0878,Sagar,Singh,24.7,67.4
STU_0879,Neha,Joshi,18.2,71.9
STU_0880,Priya,Verma,6.3,48.8
STU_0881,Rahul,Chouksey,32.6,48.4
STU_0882,Rohit,Sharma,19.1,75.0
STU_0883,Amit,Joshi,5.9,99.1
STU_0884,Deepak,Yadav,25.7,45.8
STU_0885,Pooja,Singh,19.5,57.1
STU_0886,Sagar,Singh,8.7,92.2
STU_0887,Anjali,Kumar,11.4,44.3
STU_0888,Pooja,Gupta,6.9,92.6
STU_0889,Amit,Yadav,22.2,71.5
STU_0890,Deepak,Singh,23.7,64.5
STU_0891,Amit,Mishra,20.2,58.6
STU_0892,Neha,Yadav,29.5,57.8
STU_0893,Rahul,Singh,30.8,58.3
STU_0894,Sagar,Patel,23.5,93.1
STU_0895,Karan,Yadav,5.4,83.4
STU_0896,Rahul,Verma,25.9,80.2
STU_0897,Karan,Yadav,17.5,87.9
STU_0898,Deepak,Kumar,22.0,55.4
STU_0899,Rohit,Chouksey,24.5,77.1
STU_0900,Anjali,Chouksey,15.5,67.6
STU_0901,Priya,Chouksey,32.5,86.9
STU_0902,Rahul,Verma,9.0,58.6
STU_0903,Sagar,Joshi,25.1,78.6
STU_0904,Amit,Chouksey,5.1,92.9
STU_0905,Sagar,Sharma,32.7,64.1
STU_0906,Deepak,Verma,8.4,44.0
STU_0907,Karan,Joshi,7.8,71.0
STU_0908,Amit,Sharma,15.0,60.8
STU_0909,Priya,Sharma,16.2,80.3
STU_0910,Priya,Sharma,11.4,97.1
STU_0911,Rahul,Mishra,22.6,69.1
STU_0912,Deepak,Kumar,18.3,68.0
STU_0913,Rohit,Kumar,6.0,79.3
STU_0914,Deepak,Verma,14.6,46.2
STU_0915,Karan,Sharma,29.3,55.2
STU_0916,Sagar,Patel,25.7,95.1
STU_0917,Priya,Yadav,26.7,80.2
STU_0918,Sagar,Joshi,25.9,40.8
STU_0919,Sagar,Kumar,14.3,52.3
STU_0920,Sagar,Chouksey,8.0,81.0
STU_0921,Priya,Verma,13.2,85.9
STU_0922,Pooja,Joshi,30.0,90.4
STU_0923,Neha,Verma,34.4,57.5
STU_0924,Karan,Patel,19.8,95.9
STU_0925,Pooja,Mishra,5.3,73.2
STU_0926,Karan,Mishra,9.2,81.8
STU_0927,Amit,Sharma,14.7,75.8
STU_0928,Deepak,Mishra,22.4,47.4
STU_0929,Deepak,Verma,7.3,97.8
STU_0930,Anjali,Chouksey,33.3,47.4
STU_0931,Deepak,Sharma,16.0,55.3
STU_0932,Priya,Singh,32.4,88.8
STU_0933,Rohit,Joshi,28.4,77.1
STU_0934,Rahul,Patel,27.7,90.3
STU_0935,Anjali,Sharma,23.2,70.9
STU_0936,Rahul,Verma,23.8,62.6
STU_0937,Karan,Joshi,24.1,95.3
STU_0938,Rahul,Chouksey,23.9,42.2
STU_0939,Rahul,Gupta,21.6,91.4
STU_0940,Anjali,Patel,34.6,53.8
STU_0941,Amit,Verma,27.0,90.9
STU_0942,Sagar,Patel,28.3,48.4
STU_0943,Deepak,Kumar,31.2,74.8
STU_0944,Deepak,Gupta,11.5,93.3
STU_0945,Priya,Joshi,7.5,68.4
STU_0946,Anjali,Mishra,19.5,84.8
STU_0947,Priya,Verma,20.4,88.3
STU_0948,Rohit,Patel,29.9,84.2
STU_0949,Rohit,Joshi,18.3,95.5
STU_0950,Priya,Mishra,22.1,66.8
STU_0951,Anjali,Chouksey,20.8,50.4
STU_0952,Priya,Chouksey,6.1,42.9
STU_0953,Deepak,Patel,23.5,54.8
STU_0954,Pooja,Sharma,29.8,48.6
STU_0955,Neha,Kumar,9.7,73.5
STU_0956,Rahul,Sharma,22.8,51.1
STU_0957,Neha,Kumar,22.8,42.3
STU_0958,Anjali,Verma,9.9,42.2
STU_0959,Neha,Singh,8.7,89.9
STU_0960,Rohit,Patel,34.4,75.5
STU_0961,Karan,Yadav,16.8,61.5
STU_0962,Rahul,Patel,11.8,93.7
STU_0963,Sagar,Gupta,10.1,44.2
STU_0964,Anjali,Mishra,25.0,98.8
STU_0965,Rahul,Gupta,23.3,77.0
STU_0966,Neha,Chouksey,24.3,51.0
STU_0967,Rohit,Kumar,7.6,80.7
STU_0968,Amit,Mishra,31.8,85.8
STU_0969,Pooja,Chouksey,16.7,65.8
STU_0970,Sagar,Mishra,14.4,91.7
STU_0971,Pooja,Sharma,18.9,49.0
STU_0972,Rahul,Chouksey,16.7,56.7
STU_0973,Rohit,Sharma,30.9,45.6
STU_0974,Rohit,Sharma,32.9,52.7
STU_0975,Neha,Mishra,14.1,54.3
STU_0976,Deepak,Joshi,30.9,95.1
STU_0977,Neha,Gupta,28.4,44.7
STU_0978,Deepak,Chouksey,32.9,65.6
STU_0979,Deepak,Yadav,12.4,71.9
STU_0980,Sagar,Joshi,22.3,93.9
STU_0981,Neha,Gupta,13.2,99.9
STU_0982,Amit,Chouksey,29.7,85.2
STU_0983,Priya,Kumar,5.2,98.2
STU_0984,Priya,Gupta,21.9,87.2
STU_0985,Neha,Yadav,15.2,97.8
STU_0986,Neha,Patel,14.7,82.4
STU_0987,Pooja,Verma,24.3,44.8
STU_0988,Sagar,Sharma,30.5,64.1
STU_0989,Neha,Verma,23.3,78.8
STU_0990,Pooja,Joshi,30.6,61.0
STU_0991,Deepak,Patel,12.9,56.4
STU_0992,Rohit,Sharma,20.6,74.6
STU_0993,Rohit,Chouksey,18.5,96.0
STU_0994,Deepak,Joshi,5.3,42.1
STU_0995,Anjali,Yadav,21.7,86.2
STU_0996,Pooja,Mishra,24.8,83.4
STU_0997,Pooja,Chouksey,22.8,97.8
STU_0998,Deepak,Gupta,27.1,95.8
STU_0999,Amit,Mishra,22.1,85.7
STU_1000,Karan,Joshi,7.0,71.2
STU_1001,Rahul,Gupta,8.5,52.3
STU_1002,Deepak,Yadav,22.9,72.7
STU_1003,Neha,Verma,13.2,85.9
STU_1004,Neha,Gupta,7.4,93.7
STU_1005,Sagar,Verma,17.9,87.4
STU_1006,Deepak,Sharma,21.6,51.7
STU_1007,Sagar,Kumar,14.9,76.0
STU_1008,Deepak,Singh,26.6,59.9
STU_1009,Pooja,Chouksey,24.3,40.6
STU_1010,Rahul,Singh,15.0,52.0
STU_1011,Pooja,Sharma,27.6,46.8
STU_1012,Karan,Gupta,24.5,90.6
STU_1013,Rohit,Sharma,24.1,55.5
STU_1014,Priya,Singh,21.6,57.1
STU_1015,Deepak,Singh,5.3,97.6
STU_1016,Karan,Chouksey,25.9,62.7
STU_1017,Rohit,Mishra,16.3,40.6
STU_1018,Anjali,Patel,33.3,57.0
STU_1019,Rahul,Sharma,29.5,47.2
STU_1020,Sagar,Kumar,22.6,46.2
STU_1021,Sagar,Patel,12.6,44.6
STU_1022,Pooja,Sharma,11.1,75.6
STU_1023,Neha,Yadav,15.2,51.4
STU_1024,Rohit,Joshi,19.3,61.7
STU_1025,Anjali,Joshi,13.9,91.7
STU_1026,Karan,Singh,20.4,65.5
STU_1027,Rahul,Joshi,10.0,94.9
STU_1028,Rohit,Verma,34.3,69.9
STU_1029,Anjali,Kumar,8.2,63.9
STU_1030,Priya,Joshi,33.0,85.0
STU_1031,Deepak,Gupta,32.4,44.4
STU_1032,Sagar,Verma,20.8,45.4
STU_1033,Karan,Patel,26.7,79.1
STU_1034,Sagar,Verma,18.1,69.2
STU_1035,Karan,Sharma,23.9,87.4
STU_1036,Pooja,Singh,15.2,95.0
STU_1037,Neha,Chouksey,14.0,63.3
STU_1038,Karan,Chouksey,22.3,75.8
STU_1039,Sagar,Yadav,19.9,70.0
STU_1040,Pooja,Kumar,22.4,98.9
STU_1041,Karan,Sharma,13.6,89.9
STU_1042,Priya,Chouksey,16.0,94.7
STU_1043,Neha,Singh,7.5,55.3
STU_1044,Karan,Patel,6.6,86.4
STU_1045,Pooja,Chouksey,12.6,55.9
STU_1046,Rohit,Gupta,7.2,52.5
STU_1047,Amit,Verma,8.1,96.7
STU_1048,Anjali,Chouksey,29.4,41.2
STU_1049,Amit,Sharma,6.2,97.9
STU_1050,Amit,Joshi,24.8,49.0
STU_1051,Rahul,Joshi,13.2,89.2
STU_1052,Priya,Patel,31.1,56.6
STU_1053,Rohit,Joshi,19.5,61.0
STU_1054,Deepak,Patel,14.2,53.0
STU_1055,Karan,Sharma,20.5,75.1
STU_1056,Anjali,Kumar,16.5,60.9
STU_1057,Neha,Joshi,21.9,79.4
STU_1058,Rohit,Yadav,8.4,40.9
STU_1059,Sagar,Singh,34.9,43.9
STU_1060,Deepak,Verma,17.8,46.0
STU_1061,Rahul,Joshi,15.4,65.1
STU_1062,Rahul,Patel,26.3,88.9
STU_1063,Rohit,Sharma,15.9,93.3
STU_1064,Pooja,Joshi,30.0,54.7
STU_1065,Amit,Chouksey,18.6,74.5
STU_1066,Sagar,Joshi,26.6,86.1
STU_1067,Rahul,Patel,8.2,57.3
STU_1068,Anjali,Gupta,30.4,64.5
STU_1069,Rahul,Gupta,27.1,71.4
STU_1070,Neha,Joshi,11.4,48.1
STU_1071,Karan,Verma,9.4,41.6
STU_1072,Rahul,Sharma,14.5,49.2
STU_1073,Neha,Yadav,34.3,77.6
STU_1074,Rohit,Yadav,12.7,44.4
STU_1075,Rohit,Joshi,18.7,51.4
STU_1076,Deepak,Joshi,5.9,60.3
STU_1077,Rahul,Gupta,16.9,44.7
STU_1078,Anjali,Patel,22.1,51.5
STU_1079,Rahul,Verma,33.6,94.7
STU_1080,Anjali,Joshi,20.5,41.2
STU_1081,Priya,Yadav,29.6,79.2
STU_1082,Deepak,Sharma,21.4,63.1
STU_1083,Priya,Kumar,6.2,80.4
STU_1084,Rahul,Chouksey,14.5,75.3
STU_1085,Deepak,Joshi,22.3,53.4
STU_1086,Priya,Patel,33.5,90.8
STU_1087,Amit,Joshi,30.8,69.5
STU_1088,Rahul,Patel,11.9,89.4
STU_1089,Priya,Verma,11.6,64.4
STU_1090,Amit,Kumar,11.0,99.1
STU_1091,Amit,Singh,32.7,86.2
STU_1092,Rohit,Sharma,30.6,98.0
STU_1093,Rahul,Sharma,28.2,70.9
STU_1094,Amit,Patel,16.8,68.4
STU_1095,Rohit,Gupta,20.1,85.3
STU_1096,Priya,Patel,18.9,92.8
STU_1097,Neha,Gupta,12.6,97.8
STU_1098,Rahul,Mishra,20.2,59.5
STU_1099,Deepak,Yadav,5.9,87.9
STU_1100,Anjali,Sharma,9.0,52.6
STU_1101,Anjali,Verma,31.6,72.7
STU_1102,Priya,Patel,27.6,50.8
STU_1103,Pooja,Verma,17.7,60.8
STU_1104,Pooja,Kumar,20.5,95.9
STU_1105,Priya,Verma,16.1,48.8
STU_1106,Amit,Joshi,27.2,77.9
STU_1107,Rahul,Yadav,28.5,75.6
STU_1108,Anjali,Joshi,27.9,47.2
STU_1109,Anjali,Chouksey,26.7,59.6
STU_1110,Amit,Patel,11.1,73.8
STU_1111,Anjali,Sharma,15.1,51.2
STU_1112,Deepak,Patel,19.1,88.0
STU_1113,Rahul,Yadav,14.9,98.3
STU_1114,Karan,Singh,27.6,52.9
STU_1115,Anjali,Singh,14.9,51.2
STU_1116,Priya,Chouksey,9.1,67.3
STU_1117,Deepak,Yadav,17.0,84.9
STU_1118,Anjali,Mishra,34.4,56.9
STU_1119,Deepak,Mishra,11.8,41.2
STU_1120,Rohit,Mishra,23.4,72.5
STU_1121,Karan,Sharma,18.0,97.4
STU_1122,Sagar,Sharma,7.1,63.5
STU_1123,Priya,Mishra,19.6,65.2
STU_1124,Priya,Singh,26.1,98.1
STU_1125,Rahul,Yadav,20.4,81.7
STU_1126,Deepak,Verma,31.2,83.2
STU_1127,Amit,Yadav,13.7,73.8
STU_1128,Priya,Mishra,7.6,98.5
STU_1129,Deepak,Yadav,33.1,81.3
STU_1130,Deepak,Kumar,16.3,93.7
STU_1131,Neha,Sharma,22.3,82.0
STU_1132,Neha,Sharma,28.8,84.1
STU_1133,Sagar,Singh,14.7,57.4
STU_1134,Rohit,Verma,26.5,58.2
STU_1135,Sagar,Mishra,9.1,87.0
STU_1136,Anjali,Patel,13.7,57.8
STU_1137,Amit,Singh,9.3,73.8
STU_1138,Anjali,Singh,29.3,55.0
STU_1139,Pooja,Verma,11.7,89.0
STU_1140,Anjali,Joshi,26.5,46.6
STU_1141,Rahul,Mishra,33.3,89.8
STU_1142,Anjali,Patel,20.8,76.2
STU_1143,Sagar,Sharma,21.2,51.2
STU_1144,Priya,Verma,18.8,72.5
STU_1145,Priya,Patel,14.8,56.9
STU_1146,Neha,Kumar,19.3,59.4
STU_1147,Amit,Singh,23.1,61.1
STU_1148,Amit,Verma,34.6,43.8
STU_1149,Rahul,Sharma,33.1,99.2
STU_1150,Sagar,Yadav,30.9,41.9
STU_1151,Neha,Sharma,31.7,79.7
STU_1152,Pooja,Kumar,19.0,62.3
STU_1153,Amit,Verma,24.7,78.8
STU_1154,Priya,Kumar,31.9,61.4
STU_1155,Anjali,Mishra,16.8,80.4
STU_1156,Anjali,Mishra,33.9,83.8
STU_1157,Neha,Yadav,17.5,81.4
STU_1158,Sagar,Singh,23.0,46.8
STU_1159,Sagar,Joshi,26.3,79.4
STU_1160,Rohit,Gupta,33.5,56.8
STU_1161,Karan,Patel,12.3,41.7
STU_1162,Amit,Kumar,27.4,64.9
STU_1163,Sagar,Patel,20.6,66.0
STU_1164,Priya,Yadav,13.1,68.0
STU_1165,Neha,Patel,28.3,82.3
STU_1166,Pooja,Patel,21.6,58.5
STU_1167,Rohit,Sharma,24.8,58.9
STU_1168,Deepak,Verma,14.7,43.6
STU_1169,Rahul,Singh,19.4,81.2
STU_1170,Pooja,Gupta,23.5,74.1
STU_1171,Deepak,Verma,17.1,61.0
STU_1172,Anjali,Sharma,11.0,82.3
STU_1173,Rahul,Patel,33.8,72.2
STU_1174,Amit,Gupta,20.3,68.2
STU_1175,Priya,Sharma,27.0,70.7
STU_1176,Rahul,Sharma,17.3,78.2
STU_1177,Karan,Sharma,15.7,79.6
STU_1178,Deepak,Mishra,17.2,57.3
STU_1179,Amit,Gupta,17.3,48.4
STU_1180,Karan,Sharma,21.3,49.4
STU_1181,Anjali,Joshi,21.3,78.4
STU_1182,Karan,Patel,19.9,92.4
STU_1183,Rohit,Gupta,9.0,64.6
STU_1184,Rohit,Mishra,19.9,50.2
STU_1185,Neha,Kumar,10.1,85.4
STU_1186,Pooja,Kumar,8.8,89.9
STU_1187,Pooja,Singh,33.0,92.8
STU_1188,Amit,Chouksey,23.1,76.4
STU_1189,Anjali,Joshi,24.8,91.6
STU_1190,Sagar,Kumar,17.1,40.9
STU_1191,Rohit,Mishra,32.3,46.4
